#AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,Valence,Crr_Arousal,Dominance,CC,CD,DT,EX,FW,IN,JJ,NN,PRP,RB,TO,VB
692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,n,y,y,n,y,06/21/09 03:35 AM,145,10258,99.63,0.02,10272,0.5,0.01,-0.09,-0.16,0.01,-0.03,0.1,0.55,0.4,-0.23,0.44,0.55,0.78,0.01,0.74,0.11,0.35
6980ce18350d98916f56c95b4dc4496d,2.75,2.8,3.25,2.5,4.35,n,y,n,n,y,12/25/09 06:18 PM,70,1969.99,83.97,0.1,2172,0.46,0.29,0.31,-0.01,1.44,-1.08,4.02,-0.82,-0.29,-0.23,-0.01,0.85,0.5,-1.08,-1.29,0.24,0.13
69adae32cb076bf219e0d856ef233008,3.25,2.8,4.05,3.4,4.35,n,y,y,n,y,11/13/09 11:45 PM,443,92762.5,95.18,0.02,95665,0.49,0.15,-0.49,2.04,-2.72,-1.08,-0.88,-0.07,-0.29,-0.23,-1.63,0.02,-0.89,-0.29,-0.58,-1.35,-0.92
69d136c8d8dc113c3aee4835e941798d,2.7,3.05,1.65,1.55,3.65,n,y,n,n,n,06/19/09 01:52 PM,312,44661,92.65,0.05,46150,0.48,0.38,-0.38,0.6,-1.01,-0.52,-0.14,-0.22,-0.29,-0.23,0.09,0.02,-0.2,-0.13,-0.22,-0.24,0.23
6b87839f53a878460fca47c778ec9e3a,3.5,2,3.9,4.5,3.9,n,n,y,y,y,10/25/09 03:52 AM,413,82803.9,97.8,0.02,83757,0.49,0.07,1.03,1.28,0.75,-0.3,-0.88,-0.94,-0.29,-0.23,-0.87,-0.48,-0.59,-1.08,-0.29,-0.01,-0.74
6c1d913a21f2f3febbd15ee6044a4ac1,3.6,2.8,3.65,3.45,4.05,y,y,y,n,y,11/09/2009 18:49,295,42927.7,99.67,0.01,42998,0.5,0.01,-0.61,-0.43,-0.92,0.03,0.1,-0.07,3.15,-0.23,-0.12,0.02,-0.2,-0.77,-0.86,-0.71,-0.5
6c651f6e7d9104dac0ab60549f89fbb7,2.4,3.05,4.1,3,4.1,n,y,y,n,y,11/20/09 01:35 AM,166,12689.4,93.79,0.04,13137,0.49,0.17,-2.3,-0.32,-1.05,-0.17,0.74,-0.58,11.06,-0.23,1.21,-0.55,0.63,-0.56,0.13,1.8,0.45
6d532e15130603bca8c7e08c8c7e1411,3.6,2.55,3.7,4.8,4.45,y,n,y,y,y,08/31/09 01:18 AM,174,13616.8,91.52,0.05,14360,0.48,0.19,-0.78,-0.77,0.42,-0.52,-0.88,-0.07,-0.29,2.29,0.09,0.35,0.87,-0.77,-0.72,-0.08,-0.22
6f2bebc01062eb8334dccba3e048fdb5,4.2,1.55,4.95,3.4,4.65,y,n,y,n,y,06/18/09 05:50 PM,294,40662.7,95.06,0.03,41888,0.49,0.14,-0.23,-0.32,-0.07,-1.08,-0.88,-1.57,-0.29,-0.23,-1.63,-1.65,-1.82,-1.08,-1.29,-1.35,-1.61
709606429cd1b0d5cefaf63cdeaaa86b,3.25,1.75,3.75,4.75,4.25,n,n,y,y,y,08/05/2009 16:12,457,100985,97.34,0.01,102634,0.49,0.06,1.46,0.14,0.99,-0.25,0.39,-0.4,-0.29,-0.23,-0.31,0.05,-0.44,-0.45,-0.15,-0.84,-0.54
711d198ce5dcc873c3b1fd1468e84d2f,2.35,2.15,4.25,3.9,3.65,n,n,y,y,n,10/22/09 03:15 AM,213,20225.1,90.43,0.07,21100,0.47,0.44,-0.55,-0.09,-1.01,-0.08,-0.29,-0.13,-0.29,-0.23,-0.85,-0.65,-0.82,-0.13,-0.61,-0.58,-0.11
715c9eb832dc833a0b6409ddccd268b1,3.45,1.5,2.4,4.55,4.7,n,n,n,y,y,08/24/09 08:14 PM,831,338383,98.36,0.01,341154,0.5,0.07,-0.55,0.18,0.3,1.16,0.1,1.94,0.74,-0.23,1.44,1.39,0.95,1.86,1.51,1.54,1.96
72265a88c1d9956ea6c7b49aa6e54220,4.15,2.25,4.3,3.65,4.65,y,n,y,y,y,07/09/2009 18:18,714,249452,98.28,0.01,251861,0.5,0.05,0.31,0.67,0.3,-0.25,-0.88,-1.12,-0.29,0.15,-0.92,-0.15,-0.82,-0.42,-0.0,-1.16,-0.86
7226dfa2f0bde9e94bac3c83a3b1ab7a,3.4,1.55,3.35,4.25,3.75,n,n,n,y,n,09/03/2009 00:39,274,36363.3,97.94,0.02,36794,0.5,0.04,0.08,-2.82,-1.17,-1.08,-0.88,-1.57,-0.29,-0.23,-0.55,-0.82,-0.66,-1.08,0.14,-1.35,-1.27
740aa055e9dccaee874ab7ec7e499d8e,1.7,4.7,1.95,4.05,3.6,n,y,n,y,n,07/31/09 03:47 AM,197,15938.2,83.4,0.07,17908,0.47,0.36,-0.18,-0.92,0.42,1.68,-0.88,-0.82,-0.29,-0.23,1.06,0.85,-0.43,2.1,5.89,0.24,1.87
751e53fc64b770f7b5ea2b0964678599,1.5,3.8,4.15,3.05,3.95,n,y,y,n,y,08/03/2009 01:51,223,21241,86.59,0.06,23383,0.48,0.31,-0.26,1.09,-0.48,-0.63,0.3,-0.97,-0.29,0.15,-0.59,-0.02,-0.33,-0.8,-0.35,-1.16,-0.65
770b44cbe67c3e68372f529acd82a3ab,1.6,3.05,3,2.9,3.45,n,y,n,n,n,06/23/09 11:52 PM,159,10831.2,87.33,0.04,12050,0.49,0.1,-0.61,-0.09,-0.35,0.91,1.47,0.58,1.08,-0.23,0.7,1.49,0.5,0.89,0.43,0.43,0.86
785d03537a119e9decd7de253c74c306,3.65,1.63,2.75,4.45,3.4,y,n,n,y,n,09/21/09 01:39 PM,322,49274,95.94,0.02,50466,0.49,0.12,0.71,1.01,2.01,-1.08,0.35,-0.07,-0.29,-0.23,-0.28,-1.23,-0.66,-0.69,-1.29,1.83,-0.05
789ce9b31990354f0a5a507347844dea,2.8,3.85,3.25,3.1,4.2,n,y,n,n,y,10/27/09 11:14 PM,436,90799.3,96.19,0.02,92952,0.49,0.11,1.46,-0.62,0.26,-1.08,-0.88,-1.57,-0.29,-0.23,-1.63,-1.65,-0.66,-1.08,-1.29,-1.35,-1.61
7938e0ab2768b67f6375eabcfefff5e1,2.5,3.5,3.75,3,4.5,n,y,y,n,y,08/21/09 08:13 PM,381,68247.6,94.78,0.03,70505,0.49,0.16,0.8,-0.7,0.91,-0.77,0.2,0.4,-0.29,-0.23,-0.92,-0.37,-0.9,-0.73,-0.5,-0.3,-0.85
7b061056ba902bf5a3f0f123fb181ad3,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/24/09 08:08 AM,1264,780799,97.97,0.01,792237,0.5,0.06,0.65,0.03,0.46,0.17,-0.59,-0.46,-0.29,-0.23,-0.43,-0.62,-0.48,-0.91,-0.89,0.21,-0.87
7d41c244db4ee816029991d903cc7ce1,2.25,2.75,3.25,3.5,4.5,n,n,n,y,y,08/05/2009 01:10,361,60937.4,94.3,0.03,63195,0.49,0.22,0.42,-0.09,-0.11,-0.19,-0.1,-0.73,-0.29,-0.23,-0.42,-0.45,-0.37,-0.7,-1.06,-1.09,-1.06
7e0954e34b5af347696eb260230bccda,2.9,2.45,3.85,3.1,3.9,n,n,y,n,y,07/11/2009 09:28,414,84404.8,99.21,0.01,84584,0.5,0.04,-1.27,-0.92,0.26,-1.08,-0.88,2.17,-0.29,-0.23,0.52,4.19,0.5,1.3,-1.29,1.83,1.87
7f3bfec0b7228d0900b01fbc8ce9d59f,2.25,3.5,3.25,2.75,2.25,n,y,n,n,n,08/06/2009 19:35,1098,593081,98.66,0.01,598066,0.5,0.04,-0.64,-0.24,-0.39,-0.44,-0.24,-0.13,-0.29,-0.23,-0.3,-0.63,-0.43,0.17,-0.39,-0.58,-0.27
80a570b74f23f56c94f639436ff92353,4.2,2.33,3.17,3,4.17,y,n,n,n,y,07/17/09 08:15 PM,907,404895,98.76,0.01,407823,0.5,0.04,-1.93,0.41,-0.03,-1.08,-0.88,-1.08,-0.29,-0.23,-1.27,-1.65,-1.21,-0.03,-1.29,-0.3,-1.16
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,06/16/09 07:25 PM,644,203058,98.38,0.01,204908,0.5,0.05,0.45,-0.81,0.58,-0.03,-0.1,-0.25,-0.29,-0.23,0.11,-0.42,-0.64,0.03,-0.2,-0.46,-0.19
82d3a5e0936ddbff93f6630365f80af5,3.3,2.8,3.35,4.25,3.5,n,y,n,y,n,07/13/09 06:20 AM,196,15523.1,82.07,0.06,17982,0.48,0.25,0.51,-0.09,0.26,-0.66,-0.49,-0.66,-0.29,-0.04,-0.41,-0.28,-0.72,-0.54,-0.5,-0.2,-0.54
83aeafc166238ebf5aaa2530e6205341,2.45,3.15,3.05,4.1,4.55,n,y,n,y,y,08/24/09 12:05 AM,130,7666.67,92.86,0.05,7938,0.48,0.22,0.71,0.63,0.83,-0.63,0.69,-0.19,-0.29,-0.23,-0.21,-0.25,-0.17,-0.89,-0.61,-0.2,-0.84
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n,09/27/09 01:48 AM,356,59578.9,94.82,0.03,61533,0.49,0.17,0.57,0.82,0.63,-0.74,-0.59,-0.58,-0.29,-0.23,-0.79,-0.55,-0.46,-0.61,-0.95,-0.77,-0.49
845bd196f34b0eef0246f94eb25ba8c3,2.63,4.75,2.25,3.63,4.25,n,y,n,y,y,07/06/2009 23:00,267,33049.5,93.77,0.03,34304,0.49,0.2,-0.78,-0.28,-0.27,0.25,1.77,0.4,-0.29,-0.23,0.57,0.85,0.6,0.06,0.43,-0.2,0.43
849cd35a3dfc7200b683b67d0167598f,2.35,3.05,3.4,1.45,2.85,n,y,n,n,n,09/02/2009 04:33,457,99059.2,95.49,0.03,101166,0.49,0.26,-0.67,-0.58,-0.07,0.25,2.21,1.21,0.74,0.53,1.57,0.85,1.17,1.73,0.43,1.51,1.43
85a78b7179d46b27e3f4f3a1468e2a1c,3.65,2,4.25,3.05,4.7,y,n,y,n,y,07/14/09 12:41 PM,41,762.5,97.76,0.07,765,0.49,0.06,0.57,-0.01,0.42,0.25,0.2,0.73,1.08,-0.1,0.54,0.48,0.53,0.92,0.89,0.75,0.67
8736d2c84c639dc57ef984602d8d96aa,3.6,1.84,3.15,3.25,3.7,y,n,n,n,n,06/14/09 07:25 PM,290,40289.5,96.81,0.02,41037,0.49,0.08,-0.67,0.1,-0.44,-0.08,-0.24,0.25,0.05,-0.16,0.17,-0.1,-0.06,-0.5,-0.38,-0.11,-0.23
8974aab97d9fc4e3a53ba126b5eedd81,3.2,2.9,3.25,2.7,4.05,n,y,n,n,y,01/09/2010 01:01,149,10140.3,93.22,0.04,10581,0.49,0.11,4.44,1.01,3.56,1.68,-0.88,1.42,-0.29,-0.23,-0.55,-1.65,0.03,0.51,0.14,-1.35,-0.92
8a302f01e209fc15fa8425f2d41f633a,2.7,2.1,3.85,3.65,4.7,n,n,y,y,y,06/18/09 01:50 AM,135,8479.96,95.16,0.04,8711,0.49,0.12,-0.01,-1.15,0.14,1.57,2.8,2.69,0.74,-0.23,1.37,1.85,1.85,1.25,0.9,0.37,1.41
8b77d971b63c574b499cf120fca34bfd,4.6,3.05,2.5,3.75,4.55,y,y,n,y,y,08/02/2009 19:24,1118,614830,98.64,0,622150,0.5,0.01,-0.41,-0.62,0.87,-0.25,-0.39,0.08,-0.29,-0.23,-0.77,-0.32,-0.62,0.03,-0.43,1.51,0.54
8bfbf6d9c91e07247d0ff83bbcacee68,4.5,2.25,3.75,2.25,4,y,n,y,n,y,06/23/09 01:20 AM,676,222411,97.77,0.01,225707,0.5,0.06,0.34,0.22,0.1,-0.19,-0.29,-0.16,-0.29,-0.1,-0.21,0.15,-0.21,-0.1,-0.06,-0.01,-0.11
8cc4acc3bb9b04d1c4a4b4d35ca514ee,3.4,2.85,3.8,3.2,3.65,n,y,y,n,n,09/18/09 04:55 PM,266,31169.8,89.11,0.03,34191,0.49,0.11,1.11,0.14,0.46,0.08,-0.19,0.11,-0.29,-0.23,-0.72,0.92,-0.33,0.03,-0.49,0.43,-0.84
8d7faa6d7f104a6cb7c4a9e1c6310a15,3.65,2.55,4.2,3.45,4.55,y,n,y,n,y,10/29/09 06:04 AM,112,5856.21,95.92,0.04,5968,0.49,0.09,0.08,-0.28,0.3,0.39,-0.44,0.58,0.4,-0.23,0.34,0.57,0.15,0.25,0.37,0.59,0.34
8de8bd927b7382cb4fa28b96d9c1d539,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,06/26/09 04:36 PM,562,146858,93.49,0.02,155268,0.49,0.06,-0.98,-0.39,-0.07,-0.08,0.1,-0.19,-0.29,6.45,0.11,0.55,2.03,-0.26,-0.12,-0.46,-0.22
8e228453cfa66cf26d56af6df77624b7,4.5,2.25,4.5,5,3.5,y,n,y,y,n,07/02/2009 06:20,606,177453,97.12,0.01,180788,0.49,0.07,-0.09,0.33,-0.52,0.0,0.88,-0.22,0.74,-0.23,0.34,0.25,0.95,-0.32,-0.48,0.37,-0.05
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y,10/05/2009 05:05,145,9755.34,94.75,0.04,10042,0.49,0.14,-0.35,-0.39,-0.07,-0.61,-0.1,-0.42,0.4,-0.23,-0.4,-0.63,-0.42,-0.34,-0.49,-0.14,-0.56
906314c683222f7d232b5ea1ee82befc,2.75,3.5,3,3.25,4.5,n,y,n,n,y,06/24/09 06:21 AM,160,12180.8,96.97,0.03,12382,0.49,0.06,0.68,-0.51,0.58,0.52,1.47,1.54,0.4,-0.23,0.46,0.48,0.48,0.54,-0.03,-0.27,0.43
933791b8623dadbb82664c60db91fb7e,3.75,2.35,3.7,4,4.2,y,n,y,y,y,06/23/09 01:20 PM,332,51657.2,94.58,0.03,53320,0.49,0.2,0.05,0.22,0.34,-0.55,-0.39,-0.72,1.08,-0.23,-0.25,-0.4,-0.58,-0.88,-0.39,-0.46,-0.61
94c07315276329eaf9beb29b759d4442,3.25,2.1,3.3,2.65,4.45,n,n,n,n,y,12/02/2009 01:08,216,19345.4,84.09,0.06,21766,0.47,0.33,-0.46,-0.58,-0.11,0.25,0.3,-0.13,0.74,-0.23,0.5,-0.4,0.43,0.73,0.6,0.18,0.6
96487b200f227f3f845bb8851dad2139,2.4,4.75,3.2,2.6,3.75,n,y,n,n,n,09/09/2009 19:48,167,13037.8,95.2,0.04,13281,0.48,0.21,-1.64,0.41,-1.29,0.03,-0.1,-0.01,-0.29,-0.23,-0.42,-0.58,-0.34,-0.45,-0.15,-0.08,0.06
969c2ff79da16a5ac43dda095e6d653e,3,2.75,3.75,5,2.25,n,n,y,y,n,06/19/09 08:41 PM,459,102508,97.95,0.01,103590,0.49,0.08,0.71,0.18,1.03,-0.3,0.1,-0.13,1.08,-0.23,0.22,-0.25,0.24,-0.45,-0.43,-0.2,-0.17
970197105b41eac939d4fc3cec25137b,4,1.95,4.25,3.55,3.45,y,n,y,y,n,06/18/09 08:49 PM,959,441049,96.21,0.01,453251,0.49,0.1,1.34,0.71,0.34,-0.66,-0.44,-1.12,-0.29,-0.23,-0.76,-1.1,-0.96,-0.94,-1.08,-0.58,-1.01
9a8cf1dcb2de1a8f70c4745a636bbb96,3.75,3.25,4.5,5,4,y,y,y,y,y,08/02/2009 19:41,251,30061.5,96.58,0.02,30616,0.49,0.11,0.02,-0.66,0.34,-0.61,-0.24,-0.63,-0.29,-0.16,-0.74,-0.83,-0.95,-0.4,-0.84,-0.43,-0.7
9b73d5a07c079cce614932e39e2f1852,2.65,2.8,3.35,3.45,4.35,n,y,n,n,y,08/31/09 05:03 AM,446,95134.1,96.3,0.02,97416,0.49,0.1,0.08,-0.05,0.18,0.39,0.35,0.18,0.05,0.34,0.23,0.15,0.11,0.4,0.3,-0.14,0.37
9e7ebc8082b0e7e92e7aedd3ba562d84,4.05,1.75,4.3,4.05,3.75,y,n,y,y,n,09/28/09 05:36 AM,1226,729549,97.31,0,749015,0.5,0,-0.52,-0.58,-0.03,-0.41,-0.29,-1.21,-0.29,-0.23,-0.08,-0.25,-0.93,-0.51,-0.26,-0.58,-0.45
9f320ade181aa12bf10361871afa8d90,1.8,3,2.45,3.75,2.85,n,y,n,y,n,07/02/2009 08:13,198,17832.2,92.37,0.05,18495,0.48,0.29,-0.41,-0.24,-0.11,0.0,0.1,0.99,-0.29,-0.16,0.16,0.37,0.14,-0.46,-0.23,0.05,0.06
a1a428d8cf752b3f0527c106b741a9ad,4.75,1.5,4.5,3.25,3.5,y,n,y,n,n,08/12/2009 04:59,477,111206,98.37,0.01,112134,0.5,0.06,-0.92,-0.7,-0.84,-0.41,-0.88,-0.85,-0.29,-0.23,-0.77,-0.72,-0.86,-0.83,-0.49,-1.35,-0.61
a1c187cbf8532b649cc3b36c01a3ca20,3.2,1.85,3.85,3.15,4.25,n,n,y,n,y,07/24/09 08:25 AM,565,156458,98.55,0.01,157750,0.5,0.03,0.2,-0.32,0.5,1.57,0.44,1.61,-0.29,0.34,1.11,2.35,1.35,1.06,1.55,0.84,1.77
a286b7286b1247d4a7851709e9f31e1e,4.25,3,3.25,3.5,4,y,y,n,y,y,02/08/2010 18:28,539,138337,95.77,0.02,142460,0.49,0.13,0.02,-1.23,0.71,4.44,4.02,1.42,-0.29,-0.23,0.52,1.69,2.82,2.1,4.45,-1.35,3.26
a28eb911aad029162befe9e541d9fb86,3.7,1.75,4,3.75,4.5,y,n,y,y,y,08/15/09 04:35 PM,187,16580.2,96.37,0.03,16845,0.49,0.12,0.17,-0.01,0.1,0.86,-0.1,1.36,-0.29,-0.23,0.61,0.72,0.14,0.54,0.63,0.75,1.02
a40e2ef8193f5273a04cc7bbaae0789c,4,2.5,4.5,3.75,5,y,n,y,y,y,07/26/09 06:01 PM,302,43566.4,96.49,0.02,44428,0.49,0.1,0.31,-0.16,0.5,-0.69,-0.68,-0.67,-0.29,-0.23,-0.55,-0.72,-0.82,-0.61,-0.61,-0.52,-0.64
a4fb2531183a186f2b5362ab89d885a2,2,2.65,3.95,2.8,2.65,n,n,y,n,n,06/15/09 01:49 PM,628,193156,98.42,0.01,194779,0.5,0.05,-0.67,-0.7,-0.27,-0.85,-0.29,-0.4,-0.29,-0.23,-0.21,-0.52,0.42,-0.67,-0.35,-0.27,-0.25
a6336ec5e11839ae33aee01fa2163652,1.35,4.75,2.85,4.55,4.4,n,y,n,y,y,07/06/2009 14:45,99,4201.5,88.4,0.03,4687,0.49,0.04,-0.23,-0.47,-0.31,-0.77,0.2,-0.94,-0.29,-0.23,-0.87,-1.1,-0.99,-0.78,-0.68,-0.71,-1.0
a63a43d8a197935264abe0d57d930712,3.1,2,3.25,3.9,4.6,n,n,n,y,y,06/25/09 05:08 PM,758,282821,98.84,0.01,284597,0.5,0.05,1.06,0.22,0.75,-0.66,-0.29,-0.63,-0.29,-0.23,-0.66,-0.45,-0.64,-0.56,-0.48,-0.68,-0.8
a755cc2250ae57df9f1f4b5bf005e048,2.55,1.4,4.25,3.9,4.15,n,n,y,y,y,06/30/09 01:02 PM,436,90494.3,95.87,0.02,92933,0.49,0.1,0.02,0.86,-0.68,-1.08,-0.29,-0.85,-0.29,-0.23,-0.92,-1.15,-0.74,-1.08,-1.12,-1.16,-1.24
a7637e86876374b952f4d10d0513c350,4,2.17,4.83,3.17,5,y,n,y,n,y,06/14/09 10:01 PM,464,103794,97.05,0.02,105666,0.49,0.08,-0.18,-0.01,0.3,0.3,-0.19,-0.28,0.4,-0.23,-0.08,0.08,-0.16,-0.03,0.26,-0.14,-0.06
a764ca41dca158d7a191505dcc8ce47f,3.7,2.5,4.2,4.1,3.6,y,n,y,y,n,01/11/2010 04:19,451,98153.1,97.16,0.02,99733,0.49,0.12,-0.67,3.33,-1.66,-1.08,-0.88,-1.57,-0.29,-0.23,-1.63,-1.65,-1.36,-1.08,-1.29,-1.35,-1.61
a7d9818f6165cd5c84b8578185ccd616,2.15,1.6,4.6,4.2,4.05,n,n,y,y,y,07/23/09 09:24 AM,127,7633,96.93,0.03,7743,0.49,0.08,-1.21,-1.15,0.01,-1.08,-0.88,-0.09,-0.29,-0.23,-0.92,0.0,-0.9,-1.08,-0.35,-0.3,-0.24
a8295e7c5a427770f9777a825e6daf35,3,1.85,4.1,3.7,3.95,n,n,y,y,y,08/22/09 02:35 PM,77,2816.33,98.82,0.03,2824,0.5,0.03,0.54,-0.24,0.34,2.65,2.06,2.84,6.59,-0.23,2.24,1.27,2.51,1.62,0.21,0.56,1.94
ab10a89d4fa299fe348a3ee1d183b3ee,4.38,2.38,4,3.25,2.63,y,n,y,n,n,09/21/09 07:28 AM,622,184474,95.83,0.02,189353,0.49,0.21,-1.1,-0.13,-0.64,1.68,4.02,4.03,-0.29,-0.23,4.28,2.52,2.58,5.68,3.37,3.41,3.61
ab38affacd75668b8eaf1df27e8b5be8,3.4,3.85,4.5,2.95,3.75,n,y,y,n,n,08/19/09 11:55 AM,238,27449.6,98.15,0.01,27822,0.5,0.04,-0.26,1.09,-1.09,-0.85,-0.49,-1.21,-0.29,-0.23,-0.59,-0.85,-0.78,-0.57,-0.49,-0.84,-0.56
ac8bf16a381d07c01b11651994ecb746,2.7,3.65,3.4,3.1,4.42,n,y,n,n,y,06/18/09 10:02 PM,177,14210.2,92.27,0.05,14795,0.48,0.27,-0.03,-2.59,0.46,4.44,-0.88,1.42,-0.29,-0.23,3.75,1.69,4.67,3.69,4.45,-1.35,2.56
acfd53e1393633ae24f8c946d79a17d4,4.45,2.5,3.05,3.65,3.9,y,n,n,y,y,07/19/09 06:08 PM,315,48289.7,98.27,0.02,48683,0.5,0.06,0.77,0.33,0.38,0.69,-0.1,0.61,0.05,-0.23,0.59,0.92,0.29,0.4,0.64,0.72,0.92
ad30ce6078fd6ea54abca85610fba76f,2.45,3.25,2.5,3.3,4.2,n,y,n,n,y,07/10/2009 02:41,1560,1200910,98.88,0,1213740,0.5,0,0.11,0.1,1.2,-0.69,-0.88,-1.05,-0.29,-0.23,-0.95,-1.18,-0.95,-0.86,-0.49,-0.01,-0.88
aec40862b2a12be50b4d04347985b54d,4.5,4.25,3,3,4,y,y,n,n,y,06/26/09 01:45 PM,822,325950,96.83,0.01,333695,0.5,0.07,0.34,-0.62,-0.11,0.74,0.74,0.4,-0.29,-0.23,1.57,1.65,0.17,2.07,-0.35,-1.35,0.68
aff70c2dcbd47c664777eb8df02967de,3,2.5,3.75,4.25,4,n,n,y,y,y,06/17/09 02:34 AM,134,8649.25,98.53,0.02,8697,0.5,0.03,0.25,-0.47,0.3,1.24,-0.29,1.12,-0.29,-0.23,1.6,1.55,1.82,1.11,0.95,1.51,1.1
b05f34be807a91ce0325cda601bc5856,2.9,3.35,2.8,3,3.95,n,y,n,n,y,07/17/09 03:46 PM,24,225,88.93,0.13,241,0.48,0.12,-1.24,0.33,-2.07,-0.25,-0.88,-0.52,-0.29,-0.23,-1.09,-0.32,-0.52,-0.77,-0.29,-1.03,-0.57
b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5,y,n,y,n,y,06/16/09 11:33 AM,332,51211.9,93.77,0.03,53309,0.49,0.16,0.02,0.22,0.01,1.05,0.54,1.06,0.05,-0.16,1.26,1.5,0.99,0.67,0.4,0.27,0.92
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,06/24/09 11:25 PM,254,30611.8,96.03,0.02,31359,0.49,0.09,-0.06,-0.47,0.18,1.43,0.93,2.63,0.74,-0.23,2.41,2.3,2.16,2.73,1.72,2.37,3.11
b4de950df13c0765018013237c6a1b3d,4.25,1.75,5,4.25,3.5,y,n,y,y,n,12/08/2009 01:27,955,441841,97.2,0.01,450439,0.5,0.08,-0.84,-0.73,0.46,-0.14,-0.05,-1.06,-0.29,-0.23,0.02,0.05,0.31,0.81,0.9,0.81,-0.08
b576dc0449e75306c30456902ce0c80b,3.84,2.6,3.75,4,4.15,y,n,y,y,y,06/27/09 07:27 PM,254,29724.9,93.25,0.04,30978,0.49,0.18,-0.01,-0.66,0.14,0.08,0.49,-0.46,-0.29,0.03,-0.27,-0.28,0.69,0.09,-0.52,0.05,-0.47
b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3,3.15,3.25,4.4,n,y,n,n,y,06/19/09 03:21 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.08,-0.24,0.38,0.06,0.25,0.08,-0.29,-0.23,0.11,0.05,-0.03,0.03,0.46,0.43,0.19
b8295738a9b021d82860887c3be41164,4,3.25,3.5,4.25,5,y,y,n,y,y,06/18/09 10:43 PM,899,396675,98.49,0.01,400536,0.5,0.03,-0.52,-0.2,0.1,0.17,-0.34,0.13,0.4,0.47,0.16,0.05,0.39,0.19,-0.3,-0.33,0.12
b84d2613c4cf4e73f9c230f57facf66c,3.5,3.25,3.25,3,3.75,n,y,n,n,n,07/28/09 06:46 PM,243,27562,94.52,0.03,28498,0.49,0.15,0.2,0.33,0.01,0.63,0.88,0.85,-0.29,-0.23,0.52,0.02,0.35,0.73,0.43,0.3,0.52
b98b995372448f015357638c8eb6add1,3.25,1.95,3.8,4.25,4.3,n,n,y,y,y,07/04/2009 05:04,486,115531,98.43,0.01,116816,0.5,0.03,-0.15,-0.09,-0.03,-0.63,-0.19,-0.04,-0.29,0.15,-0.29,-0.15,-0.36,-0.35,0.4,-0.39,-0.04
b9a3df4af9a274fb33ce377fbdce9c16,4.6,1.6,4.3,4.7,4.5,y,n,y,y,y,08/07/2009 18:11,1071,565761,98.92,0.01,569584,0.5,0.03,0.34,-0.51,-0.23,-0.39,-0.88,-1.19,-0.29,-0.23,-0.55,-1.65,-0.89,-1.08,-1.29,0.24,-0.57
b9a44bb356832160caccc9eb3614e0ce,3.65,3.15,3.45,2.35,4.5,y,y,n,n,y,07/16/09 02:19 PM,475,108866,97.11,0.02,110588,0.49,0.13,-0.35,-0.39,0.05,0.03,-0.29,0.19,-0.29,0.28,0.07,-0.32,-0.31,0.28,-0.0,0.05,0.01
ba1463b4d7bcf9c3167df26e0eb1dc57,3.5,2.55,4.75,2.9,4.7,n,n,y,n,y,11/19/09 03:21 AM,61,1761,99.49,0.04,1761,0.5,0.02,-0.01,0.71,-0.03,5.13,-0.88,2.17,-0.29,-0.23,3.48,2.1,4.79,2.5,1.22,4.21,4.3
baa58f6b30d937855af7bd7c22f0756b,3.4,2.85,4.45,3.21,3.95,n,y,y,n,y,08/25/09 01:35 AM,374,64849.8,93.47,0.03,67740,0.49,0.19,0.17,1.47,-1.7,-1.08,-0.88,-0.82,-0.29,-0.23,-1.36,-1.23,-0.31,-0.69,-0.58,-1.35,-0.92
bbe1ab61508fad201213fbe8090c5a75,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,06/23/09 08:39 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,-0.21,-0.16,-0.11,-0.66,0.35,-0.97,-0.29,-0.23,-0.6,-0.82,-0.89,-0.45,-1.01,-0.55,-0.71
beeb68b947eaec4a55a9d8d20a7c5b52,4.05,1.35,3.85,3.5,4.8,y,n,y,y,y,07/02/2009 18:01,46,967.5,97.73,0.06,976,0.49,0.04,0.28,0.63,-0.48,-0.52,0.88,-0.61,-0.29,-0.23,-0.55,0.08,-0.23,-0.89,-0.38,-0.84,-0.86
