"#AUTHID","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY",Valence,Pos,Neg,Pstv,Affil,Ngtv,Hostile,Strng,Power,Weak,Subm,Actv,Psv,Pleasure,Pain,Arousal,EMOT,Feel,Virtue,Vice,Ovrst,Undrst,Acad,Doctr,Econ*,Exch,ECON,Exprs,Legal,Milit,Polit*,POLIT,Relig,Role,COLL,Work,Ritual,Intrel,Race,Kin*,MALE,Female,Nonadlt,HU,ANI,PLACE,Social,Region,Route,Aquatic,Land,Sky,Object,Tool,Food,Vehicle,Bldgpt,Natobj,Bodypt,Comnobj,Comform,COM,Say,Need,Goal,Try,Means,Ach,Persist,Complt,Fail,Natpro,Begin,Vary,Change,Incr,Decr,Finish,Stay,Rise,Move,Exert,Fetch,Travel,Fall,Think,Know,Causal,Ought,Percv,Comp,Eval,EVAL,Solve,Abs*,ABS,Qual,Quan,NUMB,ORD,CARD,FREQ,DIST,Time*,TIME,Space,POS,DIM,Dimn,Rel,COLOR,Self,Our,You,Name,Yes,No,Negate,Intrj,IAV,DAV,SV,IPadj,IndAdj,POWGAIN,POWLOSS,POWENDS,POWAREN,POWCON,POWCOOP,POWAPT,POWPT,POWDOCT,POWAUTH,POWOTH,POWTOT,RCTETH,RCTREL,RCTGAIN,RCTLOSS,RCTENDS,RCTTOT,RSPGAIN,RSPLOSS,RSPOTH,RSPTOT,AFFGAIN,AFFLOSS,AFFPT,AFFOTH,AFFTOT,WLTPT,WLTTRAN,WLTOTH,WLTTOT,WLBGAIN,WLBLOSS,WLBPHYS,WLBPSYC,WLBPT,WLBTOT,ENLGAIN,ENLLOSS,ENLENDS,ENLPT,ENLOTH,ENLTOT,SKLAS,SKLPT,SKLOTH,SKLTOT,TRNGAIN,TRNLOSS,TRANS,MEANS,ENDS,ARENAS,PARTIC,NATIONS,AUD,ANOMIE,NEGAFF,POSAFF,SURE,IF,NOT,TIMESP,FOOD,FORM
2d14a09b41a0d12b9e60377a0a8e14a8,1.75,3.60,3.60,2.10,3.85,n,y,y,n,y,10/12/09 07:26 PM,50,1146.83,97.52,0.06,1150,0.49,0.08,5.99,0.18,0.09,0.18,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.45,0.18,0.54,0.0,0.0,0.0,0.09,0.09,0.27,0.09,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.63,0.0,0.0
c3f4b3e345cb6b032db2e0459d179db3,2.45,4.00,3.80,2.80,4.25,n,y,y,n,y,09/22/09 02:15 AM,285,39451.6,98.17,0.02,39856,0.5,0.04,5.89,0.06,0.03,0.05,0.01,0.02,0.01,0.04,0.01,0.01,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.0,0.0,0.02,0.01,0.08,0.01,0.0,0.02,0.0,0.0,0.01,0.04,0.0,0.02,0.09,0.0,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.0,0.01,0.06,0.03,0.05,0.01,0.0,0.01,0.0,0.0,0.12,0.06,0.19,0.0,0.01,0.0,0.0,0.0,0.07,0.01,0.06,0.01,0.01,0.0,0.03,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.06,0.0,0.0,0.02,0.01,0.01,0.03,0.15,0.0,0.03
2ea1efd66ffc011621a4a74e06005e23,4.10,1.78,3.30,4.30,4.70,y,n,n,y,y,07/13/09 05:19 PM,947,442522,99,0.01,444948,0.5,0.03,5.89,0.1,0.05,0.09,0.06,0.02,0.0,0.19,0.0,0.04,0.01,0.06,0.03,0.0,0.02,0.01,0.02,0.0,0.06,0.02,0.05,0.17,0.03,0.02,0.03,0.0,0.03,0.02,0.0,0.0,0.01,0.05,0.0,0.03,0.04,0.01,0.01,0.01,0.0,0.04,0.01,0.04,0.0,0.06,0.01,0.15,0.05,0.02,0.01,0.01,0.03,0.0,0.16,0.02,0.05,0.0,0.02,0.03,0.02,0.04,0.03,0.08,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.02,0.0,0.06,0.02,0.05,0.15,0.03,0.09,0.03,0.0,0.03,0.03,0.0,0.26,0.1,0.45,0.0,0.0,0.0,0.01,0.01,0.38,0.13,0.03,0.01,0.0,0.0,0.16,0.0,0.07,0.03,0.2,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.03,0.07,0.01,0.01,0.0,0.01,0.09,0.12,0.04,0.0,0.01,0.05,0.0,0.0,0.01,0.01,0.04,0.03,0.05,0.01,0.03,0.0,0.0,0.02,0.02,0.05,0.1,0.31,0.0,0.03
85a78b7179d46b27e3f4f3a1468e2a1c,3.65,2.00,4.25,3.05,4.70,y,n,y,n,y,07/14/09 12:41 PM,41,762.5,97.76,0.07,765,0.49,0.06,6.26,0.08,0.1,0.06,0.02,0.06,0.02,0.26,0.06,0.04,0.0,0.04,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.06,0.12,0.04,0.0,0.0,0.02,0.0,0.06,0.04,0.02,0.0,0.02,0.06,0.02,0.06,0.0,0.0,0.06,0.0,0.0,0.02,0.04,0.0,0.02,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.02,0.0,0.06,0.0,0.0,0.04,0.04,0.02,0.08,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.02,0.02,0.02,0.0,0.04,0.0,0.04,0.16,0.02,0.12,0.0,0.0,0.0,0.0,0.04,0.24,0.1,0.36,0.0,0.04,0.0,0.0,0.0,0.88,0.02,0.06,0.0,0.0,0.02,0.06,0.04,0.1,0.02,0.14,0.0,0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.04,0.0,0.12,0.02,0.0,0.02,0.0,0.04,0.08,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.06,0.0,0.02,0.0,0.0,0.1,0.04,0.28,0.0,0.0
ea28a927cb6663480ea33ca917c3c8ba,4.05,3.35,3.80,3.95,4.50,y,y,y,y,y,02/02/10 08:08 PM,83,2935.76,88.4,0.08,3120,0.47,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e0954e34b5af347696eb260230bccda,2.90,2.45,3.85,3.10,3.90,n,n,y,n,y,07/11/09 09:28 AM,414,84404.8,99.21,0.01,84584,0.5,0.04,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751e53fc64b770f7b5ea2b0964678599,1.50,3.80,4.15,3.05,3.95,n,y,y,n,y,08/03/09 01:51 AM,223,21241,86.59,0.06,23383,0.48,0.31,5.84,0.08,0.04,0.08,0.02,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.02,0.04,0.06,0.0,0.06,0.18,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.08,0.06,0.0,0.02
02c37028a782cfda660c7243e45244bb,2.05,4.00,2.20,2.20,3.75,n,y,n,n,n,09/25/09 09:53 AM,134,8096.6,92.24,0.07,8311,0.47,0.35,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.51,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9f320ade181aa12bf10361871afa8d90,1.80,3.00,2.45,3.75,2.85,n,y,n,y,n,07/02/09 08:13 AM,198,17832.2,92.37,0.05,18495,0.48,0.29,5.81,0.09,0.01,0.09,0.04,0.01,0.0,0.08,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.03,0.05,0.05,0.03,0.0,0.08,0.01,0.02,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.01,0.01,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.02,0.05,0.02,0.0,0.02,0.0,0.0,0.03,0.01,0.14,0.01,0.0,0.0,0.0,0.0,0.04,0.02,0.01,0.02,0.0,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.06,0.06,0.0,0.0,0.01,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.04,0.07,0.0,0.0
4f48c6c8051e144c717ce143e8d77782,2.15,3.10,3.80,2.80,3.85,n,y,y,n,y,11/01/09 12:21 AM,84,3223.35,94.72,0.06,3287,0.48,0.15,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.2,0.0,0.0
1ece40ac9b657dea8c22a1fe58d3a6fe,3.50,1.75,4.75,3.00,4.25,n,n,y,n,y,06/26/09 02:47 AM,256,30788.5,95.07,0.03,31646,0.49,0.16,5.44,0.06,0.15,0.03,0.0,0.09,0.09,0.06,0.0,0.06,0.03,0.09,0.15,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.03,0.0,0.0,0.0,0.0,0.03,0.15,0.09,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.54,0.03,0.15,0.0,0.0,0.0,0.21,0.03,0.09,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.06,0.06,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.03,0.0,0.03,0.09,0.15,0.18,0.0,0.0
d8b283c6d460cdc5cb95d65e1c0a71d4,2.65,2.75,4.65,3.10,3.70,n,n,y,n,n,06/22/09 11:04 AM,245,28355.6,95.65,0.03,29130,0.49,0.08,6.25,0.09,0.03,0.09,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.03,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.03,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.03,0.18,0.0,0.0
142635bd7f9ed8e4d8c292fa6ccd9aa4,2.25,3.45,2.80,2.70,3.85,n,y,n,n,y,09/20/09 02:48 PM,38,648.17,97.32,0.07,653,0.49,0.06,5.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
ab10a89d4fa299fe348a3ee1d183b3ee,4.38,2.38,4.00,3.25,2.63,y,n,y,n,n,09/21/09 07:28 AM,622,184474,95.83,0.02,189353,0.49,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4cac659f923d6f3b4605f38477a04458,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,09/18/09 05:08 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,5.69,0.02,0.04,0.02,0.0,0.02,0.01,0.1,0.03,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.01,0.01,0.02,0.01,0.04,0.01,0.03,0.05,0.05,0.07,0.02,0.0,0.02,0.02,0.0,0.05,0.02,0.14,0.01,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.02,0.0,0.07,0.02,0.03,0.01,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.05,0.08,0.02,0.02
